question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level
Q876,"Complete the pattern: 1, 2, 4, ?",12,7,8,11,C,Pattern Recognition,Medium
Q877,"Complete the pattern: 1, 7, 13, ?",20,24,19,21,C,Pattern Recognition,Medium
Q878,"Complete the pattern: 3, 6, 12, ?",24,26,19,28,A,Pattern Recognition,Medium
Q879,"Complete the pattern: 1, 2, 4, ?",4,10,11,8,D,Pattern Recognition,Medium
Q880,"Complete the pattern: 4, 12, 36, ?",108,102,115,116,A,Pattern Recognition,Medium
Q881,"Complete the pattern: 2, 4, 8, ?",16,19,20,12,A,Pattern Recognition,Medium
Q882,"Complete the pattern: 5, 20, 80, ?",312,332,357,320,D,Pattern Recognition,Medium
Q883,"Complete the pattern: 3, 6, 12, ?",26,24,20,25,B,Pattern Recognition,Medium
Q884,"Complete the pattern: 3, 7, 5, ?",9,8,6,10,A,Pattern Recognition,Medium
Q885,"Complete the pattern: 2, 2, 3, ?",8,1,5,3,D,Pattern Recognition,Medium
Q886,"Complete the pattern: 11, 17, 23, ?",28,29,33,24,B,Pattern Recognition,Medium
Q887,"Complete the pattern: 4, 8, 16, ?",35,30,32,33,C,Pattern Recognition,Medium
Q888,"Complete the pattern: 1, 2, 4, ?",13,3,8,9,C,Pattern Recognition,Medium
Q889,"Complete the pattern: 1, 2, 4, ?",8,11,10,13,A,Pattern Recognition,Medium
Q890,"Complete the pattern: 4, 7, 10, ?",10,13,17,9,B,Pattern Recognition,Medium
Q891,"Complete the pattern: 3, 7, 11, ?",14,10,12,15,D,Pattern Recognition,Medium
Q892,"Complete the pattern: 5, 10, 20, ?",40,39,37,44,A,Pattern Recognition,Medium
Q893,"Complete the pattern: 2, 4, 8, ?",20,17,12,16,D,Pattern Recognition,Medium
Q894,"Complete the pattern: 3, 6, 12, ?",24,25,27,19,A,Pattern Recognition,Medium
Q895,"Complete the pattern: 5, 10, 20, ?",46,37,40,34,C,Pattern Recognition,Medium
Q896,"Complete the pattern: 1, 5, 9, ?",8,14,13,12,C,Pattern Recognition,Medium
Q897,"Complete the pattern: 4, 8, 16, ?",32,35,30,36,A,Pattern Recognition,Medium
Q898,"Complete the pattern: 7, 9, 11, ?",12,13,18,16,B,Pattern Recognition,Easy
Q899,"Complete the pattern: 5, 10, 20, ?",40,37,48,47,A,Pattern Recognition,Medium
Q900,"Complete the pattern: 8, 11, 14, ?",17,15,18,19,A,Pattern Recognition,Medium
Q901,"Complete the pattern: 5, 10, 20, ?",40,44,38,42,A,Pattern Recognition,Medium
Q902,"Complete the pattern: 4, 9, 14, ?",23,20,16,19,D,Pattern Recognition,Medium
Q903,"Complete the pattern: 2, 5, 8, ?",6,16,11,14,C,Pattern Recognition,Medium
Q904,"Complete the pattern: 3, 6, 12, ?",24,26,29,23,A,Pattern Recognition,Medium
Q905,"Complete the pattern: 4, 8, 16, ?",30,32,27,29,B,Pattern Recognition,Medium
Q906,"Complete the pattern: 1, 3, 9, ?",27,29,32,28,A,Pattern Recognition,Medium
Q907,"Complete the pattern: 2, 4, 8, ?",13,16,14,18,B,Pattern Recognition,Medium
Q908,"Complete the pattern: 12, 14, 16, ?",14,17,18,22,C,Pattern Recognition,Easy
Q909,"Complete the pattern: 6, 6, 9, ?",8,9,14,12,B,Pattern Recognition,Hard
Q910,"Complete the pattern: 5, 10, 15, ?",21,20,19,17,B,Pattern Recognition,Medium
Q911,"Complete the pattern: 1, 3, 5, ?",7,5,3,6,A,Pattern Recognition,Hard
Q912,"Complete the pattern: 1, 2, 4, ?",6,8,10,11,B,Pattern Recognition,Medium
Q913,"Complete the pattern: 1, 3, 4, ?",1,3,6,9,C,Pattern Recognition,Hard
Q914,"Complete the pattern: 6, 7, 8, ?",9,11,14,7,A,Pattern Recognition,Easy
Q915,"Complete the pattern: 4, 8, 16, ?",32,34,33,37,A,Pattern Recognition,Medium
Q916,"Complete the pattern: 2, 4, 8, ?",19,20,16,14,C,Pattern Recognition,Medium
Q917,"Complete the pattern: 9, 10, 11, ?",14,8,9,12,D,Pattern Recognition,Easy
Q918,"Complete the pattern: 1, 3, 5, ?",7,6,5,8,A,Pattern Recognition,Easy
Q919,"Complete the pattern: 4, 10, 16, ?",20,17,22,27,C,Pattern Recognition,Medium
Q920,"Complete the pattern: 3, 6, 12, ?",24,23,21,19,A,Pattern Recognition,Medium
Q921,"Complete the pattern: 4, 8, 16, ?",27,36,28,32,D,Pattern Recognition,Medium
Q922,"Complete the pattern: 4, 8, 16, ?",32,26,29,38,A,Pattern Recognition,Medium
Q923,"Complete the pattern: 4, 8, 16, ?",33,32,30,31,B,Pattern Recognition,Medium
Q924,"Complete the pattern: 2, 3, 3, ?",4,2,0,7,A,Pattern Recognition,Medium
Q925,"Complete the pattern: 1, 2, 4, ?",8,7,4,13,A,Pattern Recognition,Medium
Q926,"Complete the pattern: 4, 10, 16, ?",23,22,25,19,B,Pattern Recognition,Medium
Q927,"Complete the pattern: 3, 6, 12, ?",29,24,19,22,B,Pattern Recognition,Medium
Q928,"Complete the pattern: 6, 7, 9, ?",7,13,10,6,C,Pattern Recognition,Hard
Q929,"Complete the pattern: 5, 6, 7, ?",8,7,11,5,A,Pattern Recognition,Easy
Q930,"Complete the pattern: 2, 4, 8, ?",17,15,19,16,D,Pattern Recognition,Medium
Q931,"Complete the pattern: 4, 8, 16, ?",36,34,37,32,D,Pattern Recognition,Medium
Q932,"Complete the pattern: 5, 8, 11, ?",15,17,14,9,C,Pattern Recognition,Medium
Q933,"Complete the pattern: 4, 8, 12, ?",19,21,14,16,D,Pattern Recognition,Medium
Q934,"Complete the pattern: 8, 14, 20, ?",26,21,31,28,A,Pattern Recognition,Medium
Q935,"Complete the pattern: 5, 10, 15, ?",24,19,22,20,D,Pattern Recognition,Medium
Q936,"Complete the pattern: 4, 16, 64, ?",279,256,269,239,B,Pattern Recognition,Medium
Q937,"Complete the pattern: 9, 11, 13, ?",13,18,11,15,D,Pattern Recognition,Easy
Q938,"Complete the pattern: 8, 9, 10, ?",11,7,10,6,A,Pattern Recognition,Easy
Q939,"Complete the pattern: 3, 12, 48, ?",171,192,184,156,B,Pattern Recognition,Medium
Q940,"Complete the pattern: 4, 8, 16, ?",36,26,31,32,D,Pattern Recognition,Medium
Q941,"Complete the pattern: 5, 10, 20, ?",38,33,41,40,D,Pattern Recognition,Medium
Q942,"Complete the pattern: 4, 16, 64, ?",307,263,256,264,C,Pattern Recognition,Medium
Q943,"Complete the pattern: 4, 12, 36, ?",108,92,121,87,A,Pattern Recognition,Medium
Q944,"Complete the pattern: 10, 11, 12, ?",14,13,18,10,B,Pattern Recognition,Easy
Q945,"Complete the pattern: 5, 20, 80, ?",383,320,305,381,B,Pattern Recognition,Medium
Q946,"Complete the pattern: 2, 4, 8, ?",16,15,12,13,A,Pattern Recognition,Medium
Q947,"Complete the pattern: 8, 14, 20, ?",22,23,26,27,C,Pattern Recognition,Medium
Q948,"Complete the pattern: 5, 10, 15, ?",25,20,18,21,B,Pattern Recognition,Medium
Q949,"Complete the pattern: 3, 12, 48, ?",217,207,160,192,D,Pattern Recognition,Medium
Q950,"Complete the pattern: 9, 13, 17, ?",24,21,18,16,B,Pattern Recognition,Medium
Q951,"Complete the pattern: 2, 4, 8, ?",16,20,14,15,A,Pattern Recognition,Medium
Q952,"Complete the pattern: 8, 9, 10, ?",11,15,12,13,A,Pattern Recognition,Easy
Q953,"Complete the pattern: 7, 3, 11, ?",5,4,7,10,C,Pattern Recognition,Hard
Q954,"Complete the pattern: 6, 2, 9, ?",6,0,9,5,D,Pattern Recognition,Hard
Q955,"Complete the pattern: 9, 14, 19, ?",28,22,24,20,C,Pattern Recognition,Medium
Q956,"Complete the pattern: 12, 15, 18, ?",24,26,22,21,D,Pattern Recognition,Medium
Q957,"Complete the pattern: 4, 8, 16, ?",26,32,31,33,B,Pattern Recognition,Medium
Q958,"Complete the pattern: 1, 4, 16, ?",76,64,59,69,B,Pattern Recognition,Medium
Q959,"Complete the pattern: 4, 12, 36, ?",97,128,108,117,C,Pattern Recognition,Medium
Q960,"Complete the pattern: 5, 4, 7, ?",3,6,9,2,B,Pattern Recognition,Medium
Q961,"Complete the pattern: 7, 1, 8, ?",6,7,1,2,D,Pattern Recognition,Medium
Q962,"Complete the pattern: 6, 12, 18, ?",20,27,19,24,D,Pattern Recognition,Medium
Q963,"Complete the pattern: 3, 3, 7, ?",7,9,11,8,A,Pattern Recognition,Hard
Q964,"Complete the pattern: 2, 4, 8, ?",16,12,21,14,A,Pattern Recognition,Medium
Q965,"Complete the pattern: 1, 2, 4, ?",8,12,5,4,A,Pattern Recognition,Medium
Q966,"Complete the pattern: 5, 20, 80, ?",315,361,306,320,D,Pattern Recognition,Medium
Q967,"Complete the pattern: 2, 7, 12, ?",17,18,12,16,A,Pattern Recognition,Medium
Q968,"Complete the pattern: 7, 4, 10, ?",10,12,7,6,C,Pattern Recognition,Hard
Q969,"Complete the pattern: 1, 2, 4, ?",9,7,8,12,C,Pattern Recognition,Medium
Q970,"Complete the pattern: 10, 16, 22, ?",27,28,31,26,B,Pattern Recognition,Medium
Q971,"Complete the pattern: 1, 2, 4, ?",4,10,8,6,C,Pattern Recognition,Medium
Q972,"Complete the pattern: 2, 7, 12, ?",17,20,13,12,A,Pattern Recognition,Medium
Q973,"Complete the pattern: 3, 9, 27, ?",68,90,67,81,D,Pattern Recognition,Medium
Q974,"Complete the pattern: 2, 2, 5, ?",5,0,8,4,A,Pattern Recognition,Hard
Q975,"Complete the pattern: 4, 5, 7, ?",8,4,10,7,A,Pattern Recognition,Hard
Q976,"Complete the pattern: 6, 7, 8, ?",9,11,4,6,A,Pattern Recognition,Medium
Q977,"Complete the pattern: 6, 7, 7, ?",8,12,13,6,A,Pattern Recognition,Medium
Q978,"Complete the pattern: 3, 6, 12, ?",24,28,26,23,A,Pattern Recognition,Medium
Q979,"Complete the pattern: 5, 15, 45, ?",114,135,128,133,B,Pattern Recognition,Medium
Q980,"Complete the pattern: 5, 6, 9, ?",9,14,10,12,C,Pattern Recognition,Hard
Q981,"Complete the pattern: 1, 3, 9, ?",32,26,27,28,C,Pattern Recognition,Medium
Q982,"Complete the pattern: 1, 2, 4, ?",7,5,8,12,C,Pattern Recognition,Medium
Q983,"Complete the pattern: 3, 6, 12, ?",28,21,24,19,C,Pattern Recognition,Medium
Q984,"Complete the pattern: 2, 6, 10, ?",9,15,17,14,D,Pattern Recognition,Medium
Q985,"Complete the pattern: 4, 8, 16, ?",36,34,32,27,C,Pattern Recognition,Medium
Q986,"Complete the pattern: 2, 4, 8, ?",15,16,18,17,B,Pattern Recognition,Medium
Q987,"Complete the pattern: 3, 9, 27, ?",96,74,81,93,C,Pattern Recognition,Medium
Q988,"Complete the pattern: 4, 9, 14, ?",17,19,23,14,B,Pattern Recognition,Medium
Q989,"Complete the pattern: 2, 4, 8, ?",17,15,16,18,C,Pattern Recognition,Medium
Q990,"Complete the pattern: 3, 6, 12, ?",26,20,28,24,D,Pattern Recognition,Medium
Q991,"Complete the pattern: 2, 3, 3, ?",6,7,4,9,C,Pattern Recognition,Medium
Q992,"Complete the pattern: 5, 10, 20, ?",48,40,39,34,B,Pattern Recognition,Medium
Q993,"Complete the pattern: 4, 8, 16, ?",35,30,36,32,D,Pattern Recognition,Medium
Q994,"Complete the pattern: 2, 7, 3, ?",8,3,7,13,A,Pattern Recognition,Medium
Q995,"Complete the pattern: 7, 6, 11, ?",10,7,9,5,A,Pattern Recognition,Hard
Q996,"Complete the pattern: 8, 14, 20, ?",21,27,26,30,C,Pattern Recognition,Medium
Q997,"Complete the pattern: 5, 2, 6, ?",8,5,3,1,C,Pattern Recognition,Medium
Q998,"Complete the pattern: 2, 3, 5, ?",5,6,8,4,B,Pattern Recognition,Hard
Q999,"Complete the pattern: 7, 9, 11, ?",17,13,12,14,B,Pattern Recognition,Easy
Q1000,"Complete the pattern: 5, 10, 20, ?",32,37,46,40,D,Pattern Recognition,Medium
Q1001,Calculate: 8 × 10 = ?,86,80,84,79,B,Math,Medium
Q1002,Calculate: 90 ÷ 9 = ?,11,8,12,10,D,Math,Medium
Q1003,Calculate: 60 - 40 = ?,23,24,21,20,D,Math,Medium
Q1004,Calculate: 79 - 55 = ?,24,27,28,26,A,Math,Medium
Q1005,Calculate: 20 + 13 = ?,37,31,36,33,D,Math,Easy
Q1006,Calculate: 20 + 7 = ?,31,25,28,27,D,Math,Easy
Q1007,Calculate: 14 × 8 = ?,100,117,103,112,D,Math,Medium
Q1008,Calculate: 72 + 32 = ?,113,104,117,114,B,Math,Medium
Q1009,Calculate: 13 + 38 = ?,46,51,49,54,B,Math,Medium
Q1010,Calculate: 81 ÷ 9 = ?,9,7,8,11,A,Math,Medium
Q1011,Calculate: 14 ÷ 7 = ?,2,3,5,0,A,Math,Medium
Q1012,Calculate: 26 - 14 = ?,15,14,12,11,C,Math,Easy
Q1013,Calculate: 99 ÷ 11 = ?,8,12,11,9,D,Math,Medium
Q1014,Calculate: 4 × 3 = ?,11,12,13,14,B,Math,Medium
Q1015,Calculate: 85 - 12 = ?,82,62,73,81,C,Math,Medium
Q1016,Calculate: 30 ÷ 3 = ?,9,10,8,12,B,Math,Medium
Q1017,Calculate: 49 - 11 = ?,40,44,38,42,C,Math,Medium
Q1018,Calculate: 3 × 11 = ?,36,32,38,33,D,Math,Medium
Q1019,Calculate: 77 ÷ 7 = ?,14,9,13,11,D,Math,Medium
Q1020,Calculate: 23 - 8 = ?,15,13,14,17,A,Math,Easy
Q1021,Calculate: 25 + 6 = ?,31,27,35,30,A,Math,Easy
Q1022,Calculate: 4 × 2 = ?,10,11,8,6,C,Math,Medium
Q1023,Calculate: 8 × 6 = ?,51,50,48,53,C,Math,Medium
Q1024,Calculate: 71 - 28 = ?,42,43,48,46,B,Math,Medium
Q1025,Calculate: 54 ÷ 6 = ?,8,11,9,12,C,Math,Medium
Q1026,Calculate: 60 - 39 = ?,26,21,22,17,B,Math,Medium
Q1027,Calculate: 33 - 12 = ?,21,25,24,23,A,Math,Medium
Q1028,Calculate: 55 ÷ 11 = ?,3,7,4,5,D,Math,Medium
Q1029,Calculate: 18 ÷ 3 = ?,7,6,4,5,B,Math,Medium
Q1030,Calculate: 84 + 31 = ?,105,124,129,115,D,Math,Medium
Q1031,Calculate: 10 × 8 = ?,73,81,68,80,D,Math,Medium
Q1032,Calculate: 36 ÷ 6 = ?,4,6,8,5,B,Math,Medium
Q1033,Calculate: 14 × 12 = ?,168,172,176,163,A,Math,Medium
Q1034,Calculate: 12 ÷ 3 = ?,6,4,3,5,B,Math,Medium
Q1035,Calculate: 3 × 5 = ?,14,15,18,13,B,Math,Medium
Q1036,Calculate: 5 × 2 = ?,8,12,9,10,D,Math,Medium
Q1037,Calculate: 75 + 5 = ?,82,69,73,80,D,Math,Medium
Q1038,Calculate: 15 × 10 = ?,173,150,136,174,B,Math,Medium
Q1039,Calculate: 14 + 27 = ?,49,41,44,43,B,Math,Easy
Q1040,Calculate: 13 × 5 = ?,65,73,70,67,A,Math,Medium
Q1041,Calculate: 12 × 5 = ?,62,60,65,55,B,Math,Medium
Q1042,Calculate: 25 - 16 = ?,11,9,7,8,B,Math,Easy
Q1043,Calculate: 84 ÷ 12 = ?,8,10,7,9,C,Math,Medium
Q1044,Calculate: 20 - 11 = ?,8,11,7,9,D,Math,Easy
Q1045,Calculate: 9 × 2 = ?,16,18,19,20,B,Math,Medium
Q1046,Calculate: 24 - 9 = ?,17,15,14,16,B,Math,Easy
Q1047,Calculate: 56 - 20 = ?,36,38,42,34,A,Math,Medium
Q1048,Calculate: 54 + 40 = ?,98,94,110,108,B,Math,Medium
Q1049,Calculate: 36 ÷ 9 = ?,5,4,3,2,B,Math,Medium
Q1050,Calculate: 5 × 11 = ?,53,52,47,55,D,Math,Medium
Q1051,Calculate: 87 + 37 = ?,139,135,127,124,D,Math,Medium
Q1052,Calculate: 10 × 9 = ?,104,95,92,90,D,Math,Medium
Q1053,Calculate: 85 + 9 = ?,101,87,94,97,C,Math,Medium
Q1054,Calculate: 63 - 58 = ?,7,5,6,3,B,Math,Medium
Q1055,Calculate: 10 × 5 = ?,52,42,50,45,C,Math,Medium
Q1056,Calculate: 9 × 9 = ?,81,91,83,94,A,Math,Medium
Q1057,Calculate: 71 + 16 = ?,87,101,95,100,A,Math,Medium
Q1058,Calculate: 31 + 39 = ?,70,79,76,72,A,Math,Medium
Q1059,Calculate: 25 ÷ 5 = ?,4,3,6,5,D,Math,Medium
Q1060,Calculate: 33 ÷ 3 = ?,12,13,14,11,D,Math,Medium
Q1061,Calculate: 66 ÷ 6 = ?,11,12,10,13,A,Math,Medium
Q1062,Calculate: 90 - 9 = ?,73,81,92,89,B,Math,Medium
Q1063,Calculate: 55 - 14 = ?,41,48,44,47,A,Math,Medium
Q1064,Calculate: 12 × 7 = ?,96,71,94,84,D,Math,Medium
Q1065,Calculate: 49 - 13 = ?,32,40,30,36,D,Math,Medium
Q1066,Calculate: 7 × 2 = ?,16,18,15,14,D,Math,Medium
Q1067,Calculate: 75 + 13 = ?,77,103,96,88,D,Math,Medium
Q1068,Calculate: 49 - 16 = ?,35,37,39,33,D,Math,Medium
Q1069,Calculate: 57 - 39 = ?,17,19,22,18,D,Math,Medium
Q1070,Calculate: 13 × 11 = ?,145,143,158,164,B,Math,Medium
Q1071,Calculate: 71 - 18 = ?,57,56,54,53,D,Math,Medium
Q1072,Calculate: 89 + 21 = ?,113,102,110,116,C,Math,Medium
Q1073,Calculate: 110 ÷ 11 = ?,8,10,11,13,B,Math,Medium
Q1074,Calculate: 30 - 12 = ?,21,22,20,18,D,Math,Medium
Q1075,Calculate: 35 + 38 = ?,64,83,78,73,D,Math,Medium
Q1076,Calculate: 11 × 12 = ?,151,132,136,133,B,Math,Medium
Q1077,Calculate: 26 + 35 = ?,59,71,61,64,C,Math,Medium
Q1078,Calculate: 21 + 27 = ?,51,48,47,55,B,Math,Easy
Q1079,Calculate: 15 × 2 = ?,35,33,32,30,D,Math,Medium
Q1080,Calculate: 47 + 16 = ?,63,64,61,53,A,Math,Medium
Q1081,Calculate: 53 - 43 = ?,8,10,12,9,B,Math,Medium
Q1082,Calculate: 16 ÷ 4 = ?,4,2,7,5,A,Math,Medium
Q1083,Calculate: 120 ÷ 12 = ?,9,10,12,13,B,Math,Medium
Q1084,Calculate: 56 - 49 = ?,10,9,6,7,D,Math,Medium
Q1085,Calculate: 15 × 9 = ?,142,135,129,119,B,Math,Medium
Q1086,Calculate: 40 ÷ 5 = ?,10,8,11,7,B,Math,Medium
Q1087,Calculate: 15 × 11 = ?,150,165,167,163,B,Math,Medium
Q1088,Calculate: 70 ÷ 10 = ?,7,6,10,9,A,Math,Medium
Q1089,Calculate: 53 + 22 = ?,63,68,75,66,C,Math,Medium
Q1090,Calculate: 60 ÷ 6 = ?,10,12,9,8,A,Math,Medium
Q1091,Calculate: 3 × 6 = ?,17,18,22,16,B,Math,Medium
Q1092,Calculate: 36 ÷ 3 = ?,12,15,10,13,A,Math,Medium
Q1093,Calculate: 42 ÷ 6 = ?,9,7,10,8,B,Math,Medium
Q1094,Calculate: 9 × 10 = ?,97,90,100,93,B,Math,Medium
Q1095,Calculate: 10 ÷ 2 = ?,8,6,5,4,C,Math,Medium
Q1096,Calculate: 47 - 5 = ?,44,48,42,35,C,Math,Medium
Q1097,Calculate: 77 - 15 = ?,62,72,55,53,A,Math,Medium
Q1098,Calculate: 5 × 4 = ?,20,22,24,18,A,Math,Medium
Q1099,Calculate: 20 ÷ 5 = ?,5,2,7,4,D,Math,Medium
Q1100,Calculate: 54 ÷ 9 = ?,5,7,8,6,D,Math,Medium
Q1101,Calculate: 22 - 14 = ?,9,8,6,10,B,Math,Easy
Q1102,Calculate: 30 + 35 = ?,74,59,65,76,C,Math,Medium
Q1103,Calculate: 34 - 18 = ?,14,15,16,18,C,Math,Medium
Q1104,Calculate: 42 + 19 = ?,51,66,65,61,D,Math,Medium
Q1105,Calculate: 78 + 23 = ?,101,91,103,94,A,Math,Medium
Q1106,Calculate: 59 - 37 = ?,19,24,22,25,C,Math,Medium
Q1107,Calculate: 32 - 21 = ?,14,12,13,11,D,Math,Medium
Q1108,Calculate: 34 - 19 = ?,15,18,13,12,A,Math,Medium
Q1109,Calculate: 16 + 40 = ?,48,64,56,51,C,Math,Medium
Q1110,Calculate: 29 - 16 = ?,13,12,11,15,A,Math,Easy
Q1111,Calculate: 47 - 38 = ?,10,11,7,9,D,Math,Medium
Q1112,Calculate: 90 - 77 = ?,14,13,16,15,B,Math,Medium
Q1113,Calculate: 27 - 19 = ?,8,7,10,11,A,Math,Easy
Q1114,Calculate: 110 ÷ 10 = ?,10,14,12,11,D,Math,Medium
Q1115,Calculate: 63 - 32 = ?,31,29,37,32,A,Math,Medium
Q1116,Calculate: 48 - 20 = ?,30,28,33,29,B,Math,Medium
Q1117,Calculate: 24 ÷ 4 = ?,9,6,5,7,B,Math,Medium
Q1118,Calculate: 10 × 2 = ?,21,20,23,22,B,Math,Medium
Q1119,Calculate: 87 - 31 = ?,56,60,48,61,A,Math,Medium
Q1120,Calculate: 4 × 11 = ?,52,37,44,49,C,Math,Medium
Q1121,Calculate: 13 + 5 = ?,20,22,16,18,D,Math,Easy
Q1122,Calculate: 86 - 45 = ?,34,47,45,41,D,Math,Medium
Q1123,Calculate: 89 - 43 = ?,46,39,51,53,A,Math,Medium
Q1124,Calculate: 22 ÷ 11 = ?,4,3,5,2,D,Math,Medium
Q1125,Calculate: 4 × 5 = ?,18,24,23,20,D,Math,Medium
Q1126,Calculate: 77 - 41 = ?,30,40,36,33,C,Math,Medium
Q1127,Calculate: 41 - 7 = ?,37,38,34,41,C,Math,Medium
Q1128,Calculate: 27 - 17 = ?,8,9,12,10,D,Math,Easy
Q1129,Calculate: 32 ÷ 4 = ?,8,11,9,10,A,Math,Medium
Q1130,Calculate: 18 + 5 = ?,25,24,23,19,C,Math,Easy
Q1131,Calculate: 31 - 6 = ?,27,22,25,29,C,Math,Medium
Q1132,Calculate: 52 - 29 = ?,26,25,23,27,C,Math,Medium
Q1133,Calculate: 72 ÷ 12 = ?,4,8,6,7,C,Math,Medium
Q1134,Calculate: 22 + 25 = ?,55,50,47,40,C,Math,Easy
Q1135,Calculate: 37 - 31 = ?,9,8,6,4,C,Math,Medium
Q1136,Calculate: 18 + 26 = ?,48,47,44,51,C,Math,Easy
Q1137,Calculate: 56 ÷ 7 = ?,6,8,10,11,B,Math,Medium
Q1138,Calculate: 14 × 11 = ?,131,154,178,138,B,Math,Medium
Q1139,Calculate: 13 × 7 = ?,96,103,101,91,D,Math,Medium
Q1140,Calculate: 71 - 50 = ?,21,17,25,22,A,Math,Medium
Q1141,Calculate: 8 × 4 = ?,34,36,28,32,D,Math,Medium
Q1142,Calculate: 3 × 8 = ?,21,24,26,29,B,Math,Medium
Q1143,Calculate: 31 - 23 = ?,11,8,7,10,B,Math,Medium
Q1144,Calculate: 87 - 81 = ?,7,6,4,8,B,Math,Medium
Q1145,Calculate: 37 + 26 = ?,53,69,67,63,D,Math,Medium
Q1146,Calculate: 11 × 6 = ?,76,70,58,66,D,Math,Medium
Q1147,Calculate: 39 + 34 = ?,66,72,76,73,D,Math,Medium
Q1148,Calculate: 7 × 12 = ?,98,78,84,82,C,Math,Medium
Q1149,Calculate: 68 - 41 = ?,27,28,31,22,A,Math,Medium
Q1150,Calculate: 7 × 8 = ?,57,56,58,47,B,Math,Medium
Q1151,Calculate: 90 + 26 = ?,110,125,116,128,C,Math,Medium
Q1152,Calculate: 56 ÷ 8 = ?,9,6,10,7,D,Math,Medium
Q1153,Calculate: 56 + 40 = ?,96,102,101,107,A,Math,Medium
Q1154,Calculate: 88 ÷ 11 = ?,9,8,6,10,B,Math,Medium
Q1155,Calculate: 19 + 21 = ?,36,40,45,47,B,Math,Easy
Q1156,Calculate: 88 - 50 = ?,38,44,42,40,A,Math,Medium
Q1157,Calculate: 12 + 28 = ?,37,42,40,45,C,Math,Easy
Q1158,Calculate: 3 × 3 = ?,11,10,9,8,C,Math,Medium
Q1159,Calculate: 5 × 5 = ?,30,29,25,21,C,Math,Medium
Q1160,Calculate: 33 + 15 = ?,56,49,42,48,D,Math,Medium
Q1161,Calculate: 20 + 31 = ?,51,58,54,44,A,Math,Medium
Q1162,Calculate: 9 × 3 = ?,31,29,25,27,D,Math,Medium
Q1163,Calculate: 32 - 20 = ?,15,10,14,12,D,Math,Medium
Q1164,Calculate: 64 + 12 = ?,76,66,87,70,A,Math,Medium
Q1165,Calculate: 24 ÷ 2 = ?,13,10,12,14,C,Math,Medium
Q1166,Calculate: 99 ÷ 9 = ?,13,14,11,10,C,Math,Medium
Q1167,Calculate: 2 × 6 = ?,13,14,12,15,C,Math,Medium
Q1168,Calculate: 14 + 21 = ?,35,30,42,37,A,Math,Easy
Q1169,Calculate: 80 + 15 = ?,83,93,111,95,D,Math,Medium
Q1170,Calculate: 77 + 25 = ?,113,115,102,92,C,Math,Medium
Q1171,Calculate: 8 × 12 = ?,86,109,85,96,D,Math,Medium
Q1172,Calculate: 36 - 5 = ?,32,31,28,36,B,Math,Medium
Q1173,Calculate: 17 + 28 = ?,39,47,42,45,D,Math,Easy
Q1174,Calculate: 25 - 12 = ?,14,12,13,15,C,Math,Easy
Q1175,Calculate: 27 ÷ 9 = ?,5,3,4,6,B,Math,Medium
Q1176,Calculate: 9 ÷ 3 = ?,4,5,3,1,C,Math,Medium
Q1177,Calculate: 76 + 8 = ?,84,94,92,81,A,Math,Medium
Q1178,Calculate: 37 + 30 = ?,76,70,64,67,D,Math,Medium
Q1179,Calculate: 96 ÷ 8 = ?,14,12,13,15,B,Math,Medium
Q1180,Calculate: 29 + 18 = ?,47,43,39,42,A,Math,Easy
Q1181,Calculate: 27 + 7 = ?,40,36,34,33,C,Math,Easy
Q1182,Calculate: 7 × 6 = ?,45,49,42,44,C,Math,Medium
Q1183,Calculate: 57 - 19 = ?,38,41,40,44,A,Math,Medium
Q1184,Calculate: 65 + 18 = ?,97,79,83,80,C,Math,Medium
Q1185,Calculate: 50 + 18 = ?,71,68,74,76,B,Math,Medium
Q1186,Calculate: 49 - 23 = ?,31,26,30,24,B,Math,Medium
Q1187,Calculate: 5 × 9 = ?,39,44,47,45,D,Math,Medium
Q1188,Calculate: 40 ÷ 8 = ?,8,5,3,7,B,Math,Medium
Q1189,Calculate: 17 + 29 = ?,51,53,42,46,D,Math,Easy
Q1190,Calculate: 45 - 37 = ?,7,8,10,11,B,Math,Medium
Q1191,Calculate: 85 + 32 = ?,119,113,125,117,D,Math,Medium
Q1192,Calculate: 28 + 26 = ?,52,54,51,57,B,Math,Easy
Q1193,Calculate: 20 ÷ 2 = ?,11,13,8,10,D,Math,Medium
Q1194,Calculate: 21 - 14 = ?,6,5,10,7,D,Math,Easy
Q1195,Calculate: 77 ÷ 11 = ?,7,8,10,9,A,Math,Medium
Q1196,Calculate: 84 ÷ 7 = ?,14,13,12,15,C,Math,Medium
Q1197,Calculate: 30 ÷ 6 = ?,3,8,5,7,C,Math,Medium
Q1198,Calculate: 24 + 17 = ?,38,45,44,41,D,Math,Easy
Q1199,Calculate: 90 + 35 = ?,128,129,125,132,C,Math,Medium
Q1200,Calculate: 81 - 33 = ?,53,54,44,48,D,Math,Medium
Q1201,"If Dog is heavier than Kangaroo and Kangaroo is heavier than Cat, which animal is the lightest?",Dog,Kangaroo,Cat,Wolf,C,Logic,Medium
Q1202,"Which of the following does NOT belong: Trapezoid, Potato, Broccoli, Cabbage?",Trapezoid,Potato,Broccoli,Cabbage,A,Logic,Easy
